Year,Units,Series,Geschlecht,Bundesland,GeoCode,Value
2023,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Sachsen,code14,80.6
2000,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Sachsen,code14,70.7
2001,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Sachsen,code14,68.9
2002,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Sachsen,code14,67.6
2003,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Sachsen,code14,67.3
2004,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Sachsen,code14,65.7
2005,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Sachsen,code14,68.3
2006,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Sachsen,code14,70.7
2007,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Sachsen,code14,73.5
2008,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Sachsen,code14,74.6
2009,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Sachsen,code14,75.3
2010,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Sachsen,code14,76.8
2011,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Sachsen,code14,78.5
2012,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Sachsen,code14,78.9
2013,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Sachsen,code14,79.8
2014,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Sachsen,code14,80.2
2015,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Sachsen,code14,80.4
2016,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Sachsen,code14,81.8
2017,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Sachsen,code14,82.9
2018,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Sachsen,code14,83.7
2019,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Sachsen,code14,84.3
2020,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Sachsen,code14,83.0
2021,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Sachsen,code14,84.6
2022,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Sachsen,code14,85.9
2023,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Sachsen,code14,85.8
2000,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Sachsen-Anhalt,code15,62.0
2001,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Sachsen-Anhalt,code15,62.9
2002,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Sachsen-Anhalt,code15,63.2
2003,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Sachsen-Anhalt,code15,63.0
2004,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Sachsen-Anhalt,code15,61.4
2005,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Sachsen-Anhalt,code15,64.2
2006,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Sachsen-Anhalt,code15,66.9
2007,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Sachsen-Anhalt,code15,69.2
2008,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Sachsen-Anhalt,code15,70.2
2009,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Sachsen-Anhalt,code15,71.5
2010,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Sachsen-Anhalt,code15,73.5
2011,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Sachsen-Anhalt,code15,74.9
2012,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Sachsen-Anhalt,code15,75.0
2013,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Sachsen-Anhalt,code15,75.8
2014,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Sachsen-Anhalt,code15,75.8
2015,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Sachsen-Anhalt,code15,76.4
2016,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Sachsen-Anhalt,code15,76.7
2017,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Sachsen-Anhalt,code15,77.1
2018,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Sachsen-Anhalt,code15,78.4
2019,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Sachsen-Anhalt,code15,79.2
2020,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Sachsen-Anhalt,code15,79.4
2021,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Sachsen-Anhalt,code15,79.0
2022,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Sachsen-Anhalt,code15,79.9
2023,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Sachsen-Anhalt,code15,80.1
2000,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Sachsen-Anhalt,code15,57.2
2001,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Sachsen-Anhalt,code15,58.5
2002,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Sachsen-Anhalt,code15,59.7
2003,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Sachsen-Anhalt,code15,59.5
2004,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Sachsen-Anhalt,code15,58.2
2005,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Sachsen-Anhalt,code15,60.9
2006,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Sachsen-Anhalt,code15,63.8
2007,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Sachsen-Anhalt,code15,66.2
2008,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Sachsen-Anhalt,code15,66.9
2009,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Sachsen-Anhalt,code15,69.3
2010,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Sachsen-Anhalt,code15,71.0
2011,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Sachsen-Anhalt,code15,72.1
2012,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Sachsen-Anhalt,code15,72.4
2013,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Sachsen-Anhalt,code15,72.9
2014,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Sachsen-Anhalt,code15,73.8
2015,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Sachsen-Anhalt,code15,74.5
2016,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Sachsen-Anhalt,code15,74.6
2017,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Sachsen-Anhalt,code15,76.0
2018,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Sachsen-Anhalt,code15,76.5
2019,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Sachsen-Anhalt,code15,77.4
2020,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Sachsen-Anhalt,code15,77.2
2021,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Sachsen-Anhalt,code15,75.6
2022,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Sachsen-Anhalt,code15,77.1
2023,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Sachsen-Anhalt,code15,78.1
2000,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Sachsen-Anhalt,code15,66.7
2001,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Sachsen-Anhalt,code15,67.1
2002,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Sachsen-Anhalt,code15,66.5
2003,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Sachsen-Anhalt,code15,66.5
2004,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Sachsen-Anhalt,code15,64.6
2005,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Sachsen-Anhalt,code15,67.4
2006,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Sachsen-Anhalt,code15,70.0
2007,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Sachsen-Anhalt,code15,72.1
2008,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Sachsen-Anhalt,code15,73.4
2009,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Sachsen-Anhalt,code15,73.6
2010,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Sachsen-Anhalt,code15,75.9
2011,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Sachsen-Anhalt,code15,77.6
2012,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Sachsen-Anhalt,code15,77.6
2013,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Sachsen-Anhalt,code15,78.7
2014,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Sachsen-Anhalt,code15,77.7
2015,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Sachsen-Anhalt,code15,78.3
2016,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Sachsen-Anhalt,code15,78.8
2017,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Sachsen-Anhalt,code15,78.1
2018,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Sachsen-Anhalt,code15,80.3
2019,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Sachsen-Anhalt,code15,81.0
2020,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Sachsen-Anhalt,code15,81.5
2021,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Sachsen-Anhalt,code15,82.2
2022,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Sachsen-Anhalt,code15,82.6
2023,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Sachsen-Anhalt,code15,82.0
2000,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Schleswig-Holstein,code01,69.8
2001,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Schleswig-Holstein,code01,69.9
2002,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Schleswig-Holstein,code01,69.3
2003,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Schleswig-Holstein,code01,70.5
2004,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Schleswig-Holstein,code01,69.1
2005,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Schleswig-Holstein,code01,70.1
2006,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Schleswig-Holstein,code01,72.5
2007,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Schleswig-Holstein,code01,73.9
2008,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Schleswig-Holstein,code01,75.0
2009,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Schleswig-Holstein,code01,74.5
2010,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Schleswig-Holstein,code01,75.6
2011,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Schleswig-Holstein,code01,76.7
2012,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Schleswig-Holstein,code01,77.8
2013,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Schleswig-Holstein,code01,77.8
2014,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Schleswig-Holstein,code01,78.3
2015,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Schleswig-Holstein,code01,79.0
2016,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Schleswig-Holstein,code01,78.5
2017,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Schleswig-Holstein,code01,79.3
2018,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Schleswig-Holstein,code01,80.1
2019,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Schleswig-Holstein,code01,81.6
2020,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Schleswig-Holstein,code01,79.9
2021,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Schleswig-Holstein,code01,80.3
2022,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Schleswig-Holstein,code01,80.7
2023,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Schleswig-Holstein,code01,80.3
2000,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Schleswig-Holstein,code01,61.5
2001,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Schleswig-Holstein,code01,62.4
2002,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Schleswig-Holstein,code01,62.1
2003,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Schleswig-Holstein,code01,64.3
2004,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Schleswig-Holstein,code01,62.4
2005,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Schleswig-Holstein,code01,63.7
2006,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Schleswig-Holstein,code01,66.1
2007,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Schleswig-Holstein,code01,66.7
2008,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Schleswig-Holstein,code01,68.5
2009,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Schleswig-Holstein,code01,68.3
2010,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Schleswig-Holstein,code01,70.9
2011,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Schleswig-Holstein,code01,71.9
2012,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Schleswig-Holstein,code01,73.1
2013,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Schleswig-Holstein,code01,72.7
2014,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Schleswig-Holstein,code01,73.8
2015,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Schleswig-Holstein,code01,74.4
2016,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Schleswig-Holstein,code01,74.6
2017,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Schleswig-Holstein,code01,76.0
2018,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Schleswig-Holstein,code01,76.4
2019,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Schleswig-Holstein,code01,77.2
2020,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Schleswig-Holstein,code01,76.3
2021,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Schleswig-Holstein,code01,76.6
2022,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Schleswig-Holstein,code01,75.9
2023,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Schleswig-Holstein,code01,76.3
2000,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Schleswig-Holstein,code01,78.0
2001,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Schleswig-Holstein,code01,77.4
2002,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Schleswig-Holstein,code01,76.5
2003,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Schleswig-Holstein,code01,76.8
2004,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Schleswig-Holstein,code01,75.7
2005,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Schleswig-Holstein,code01,76.4
2006,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Schleswig-Holstein,code01,79.0
2007,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Schleswig-Holstein,code01,81.1
2008,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Schleswig-Holstein,code01,81.5
2009,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Schleswig-Holstein,code01,80.7
2010,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Schleswig-Holstein,code01,80.3
2011,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Schleswig-Holstein,code01,81.5
2012,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Schleswig-Holstein,code01,82.6
2013,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Schleswig-Holstein,code01,83.1
2014,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Schleswig-Holstein,code01,83.0
2015,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Schleswig-Holstein,code01,83.8
2016,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Schleswig-Holstein,code01,82.4
2017,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Schleswig-Holstein,code01,82.6
2018,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Schleswig-Holstein,code01,83.9
2019,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Schleswig-Holstein,code01,86.0
2020,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Schleswig-Holstein,code01,83.6
2021,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Schleswig-Holstein,code01,84.0
2022,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Schleswig-Holstein,code01,85.4
2023,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Schleswig-Holstein,code01,84.3
2000,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Thüringen,code16,68.9
2001,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Thüringen,code16,67.2
2002,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Thüringen,code16,65.9
2003,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Thüringen,code16,65.6
2004,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Thüringen,code16,66.1
2005,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Thüringen,code16,66.4
2006,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Thüringen,code16,69.1
2007,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Thüringen,code16,71.3
2008,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Thüringen,code16,73.3
2009,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Thüringen,code16,73.8
2010,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Thüringen,code16,76.1
2011,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Thüringen,code16,77.0
2012,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Thüringen,code16,77.0
2013,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Thüringen,code16,77.9
2014,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Thüringen,code16,78.5
2015,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Thüringen,code16,77.4
2016,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Thüringen,code16,79.0
2017,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Thüringen,code16,79.9
2018,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Thüringen,code16,80.8
2019,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Thüringen,code16,81.3
2020,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Thüringen,code16,80.5
2021,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Thüringen,code16,81.7
2022,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Thüringen,code16,82.1
2023,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),,Thüringen,code16,82.0
2000,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Thüringen,code16,64.2
2001,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Thüringen,code16,62.0
2002,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Thüringen,code16,61.8
2003,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Thüringen,code16,61.8
2004,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Thüringen,code16,63.3
2005,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Thüringen,code16,63.2
2006,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Thüringen,code16,65.1
2007,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Thüringen,code16,67.2
2008,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Thüringen,code16,68.8
2009,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Thüringen,code16,71.2
2010,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Thüringen,code16,73.0
2011,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Thüringen,code16,73.7
2012,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Thüringen,code16,73.6
2013,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Thüringen,code16,74.8
2014,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Thüringen,code16,75.9
2015,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Thüringen,code16,75.1
2016,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Thüringen,code16,77.0
2017,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Thüringen,code16,77.6
2018,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Thüringen,code16,78.9
2019,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Thüringen,code16,80.0
2020,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Thüringen,code16,78.2
2021,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Thüringen,code16,79.6
2022,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Thüringen,code16,79.4
2023,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Weiblich,Thüringen,code16,79.4
2000,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Thüringen,code16,73.3
2001,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Thüringen,code16,72.1
2002,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Thüringen,code16,69.7
2003,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Thüringen,code16,69.2
2004,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Thüringen,code16,68.7
2005,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Thüringen,code16,69.4
2006,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Thüringen,code16,72.8
2007,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Thüringen,code16,75.2
2008,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Thüringen,code16,77.5
2009,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Thüringen,code16,76.2
2010,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Thüringen,code16,79.0
2011,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Thüringen,code16,80.2
2012,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Thüringen,code16,80.3
2013,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Thüringen,code16,80.8
2014,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Thüringen,code16,81.0
2015,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Thüringen,code16,79.6
2016,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Thüringen,code16,80.8
2017,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Thüringen,code16,82.0
2018,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Thüringen,code16,82.7
2019,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Thüringen,code16,82.6
2020,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Thüringen,code16,82.8
2021,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Thüringen,code16,83.7
2022,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Thüringen,code16,84.7
2023,Prozent,Erwerbstätigenquote insgesamt (20- bis 64-Jährige),Männlich,Thüringen,code16,84.5
2000,Prozent,Erwerbstätigenquote Ältere (60- bis 64-Jährige),,,,19.6
2001,Prozent,Erwerbstätigenquote Ältere (60- bis 64-Jährige),,,,20.8
2002,Prozent,Erwerbstätigenquote Ältere (60- bis 64-Jährige),,,,22.2
